id,host_is_superhost,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
21270028,f,22.284,114.1546,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.04
21270866,t,22.28166,114.15379,Apartment,Entire home/apt,2,1,0,1,Real Bed,46,0,93,10,9,10,10,10,9,1.68
21271336,f,22.28522,114.14761,Apartment,Entire home/apt,2,1,1,1,Real Bed,28,5,96,10,10,10,10,9,10,0.87
21272818,f,22.28458,114.13163,Apartment,Entire home/apt,4,1,1,2,Real Bed,33,7,93,10,10,10,10,10,10,1.02
21274319,f,22.28023,114.18646,Apartment,Private room,2,1,1,1,Real Bed,2,0,90,8,10,10,9,10,9,0.11
21281656,f,22.2807,114.18481,Apartment,Private room,1,1,0,1,Futon,8,0,85,10,8,10,10,10,10,0.25
21284252,f,22.36154,114.11353,Guest suite,Private room,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21290254,f,22.28695,114.14106,Apartment,Private room,2,1,1,1,Real Bed,12,0,93,9,10,10,9,9,9,0.38
21291213,f,22.28134,114.12924,Apartment,Entire home/apt,1,1,1,1,Real Bed,11,0,98,10,10,10,10,10,10,0.35
21303389,f,22.27768,114.19237,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21304381,f,22.29326,113.95071,Apartment,Entire home/apt,3,1,2,2,Real Bed,4,0,100,10,10,10,10,10,10,0.13
21326997,f,22.29847,114.17241,Guesthouse,Private room,1,1,1,1,Real Bed,15,1,89,9,9,9,9,10,9,0.51
21327201,f,22.28452,114.22409,Condominium,Entire home/apt,1,1,1,1,Real Bed,1,0,80,10,2,10,10,10,10,0.03
21334126,f,22.31611,114.16896,Condominium,Private room,2,1,1,1,Real Bed,79,6,90,9,9,9,9,10,9,2.56
21340141,f,22.3096,114.17066,Apartment,Private room,2,1,1,1,Real Bed,3,0,73,8,7,7,8,9,7,0.1
21347924,f,22.29043,114.19759,Apartment,Private room,1,1,1,1,Real Bed,3,0,93,10,6,10,10,10,10,0.09
21349008,f,22.31716,114.17056,Condominium,Private room,2,1,1,1,Real Bed,7,0,73,9,7,9,9,9,8,0.25
21350432,f,22.2786,114.17115,Guest suite,Entire home/apt,2,1,1,1,Real Bed,124,20,94,9,9,10,10,10,9,3.9
21359348,f,22.36834,113.99289,Boat,Private room,2,1,1,1,Real Bed,29,0,99,10,10,10,10,10,10,0.9
21359414,f,22.31007,114.22069,Apartment,Shared room,2,1,1,1,Real Bed,4,0,100,9,9,9,10,9,10,0.13
21359838,f,22.20553,114.12587,House,Private room,2,2,1,1,Real Bed,6,0,100,10,10,10,10,10,10,0.19
21361860,f,22.27761,114.17048,Apartment,Entire home/apt,3,1,2,2,Real Bed,14,0,91,9,9,10,10,10,9,0.44
21361998,f,22.28825,114.14263,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,0,100,10,10,10,10,10,10,0.32
21363287,f,22.29876,114.17363,Apartment,Private room,2,1,1,1,Real Bed,13,0,86,10,9,10,10,10,9,0.56
21365501,t,22.28021,114.18183,Apartment,Entire home/apt,8,2,3,5,Real Bed,101,15,96,10,9,10,10,10,10,3.18
21370514,f,22.20511,114.02759,House,Entire home/apt,2,1,0,1,Real Bed,6,1,67,8,8,8,9,8,7,0.33
21370925,f,22.20535,114.02816,House,Entire home/apt,2,1,0,1,Real Bed,2,1,80,8,8,8,9,9,8,0.11
21371597,f,22.20485,114.02854,House,Entire home/apt,2,1,0,1,Real Bed,8,4,85,9,8,9,10,9,9,0.44
21371754,f,22.28267,114.15607,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21372281,f,22.20568,114.02687,House,Entire home/apt,2,1,0,1,Real Bed,3,2,87,9,9,8,9,9,8,0.22
21379141,f,22.31687,114.16948,Apartment,Private room,2,1,1,1,Real Bed,14,0,87,9,9,10,10,10,9,0.53
21379253,f,22.31606,114.16861,Apartment,Private room,2,1,1,2,Real Bed,41,14,90,9,9,9,10,10,9,1.37
21387684,f,22.28562,114.14306,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,189,44,95,9,9,10,10,10,9,5.94
21400639,f,22.30926,114.16992,Bungalow,Private room,2,1,1,1,Real Bed,29,0,92,10,10,10,10,10,10,0.9
21414553,f,22.28188,114.15289,Apartment,Entire home/apt,4,1,1,2,Real Bed,10,3,98,10,10,10,10,10,9,0.39
21414882,f,22.28186,114.12643,Apartment,Shared room,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21415669,f,22.22297,114.11287,Apartment,Private room,2,1,1,1,Real Bed,5,0,100,10,10,10,10,9,10,0.16
21421240,f,22.29785,114.17116,Apartment,Entire home/apt,5,1,2,3,Real Bed,110,11,94,10,9,10,9,10,9,3.41
21422346,f,22.29105,114.17725,Apartment,Private room,2,1,1,1,Real Bed,5,0,72,8,8,8,8,9,8,0.17
21422615,f,22.29287,114.17968,Apartment,Private room,3,1,1,2,Real Bed,18,0,87,9,9,9,9,9,9,0.58
21429147,f,22.28155,114.15188,Apartment,Entire home/apt,4,1,1,1,Real Bed,16,0,94,9,10,10,10,10,9,0.49
21430417,f,22.27821,114.18647,Serviced apartment,Hotel room,2,1,0,1,Real Bed,5,0,96,10,10,10,10,10,10,0.16
21431266,f,22.27814,114.1832,Guesthouse,Private room,2,1,1,1,Real Bed,141,31,95,10,9,10,10,10,10,4.66
21431777,f,22.28227,114.15274,Apartment,Entire home/apt,2,1,1,2,Real Bed,12,1,97,10,10,10,10,10,10,0.38
21441057,f,22.28583,114.15104,Apartment,Entire home/apt,2,1,0,1,Real Bed,71,0,99,10,10,10,10,10,10,2.22
21441607,f,22.27949,114.18963,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,0,98,10,10,10,10,10,10,0.28
21441959,t,22.43951,114.03398,Apartment,Private room,1,1.5,1,1,Real Bed,19,1,98,10,10,10,10,10,10,0.61
21442208,f,22.22368,114.11421,House,Private room,2,1,1,1,Real Bed,7,0,94,10,9,10,10,9,9,0.22
21445033,f,22.29641,114.17255,Apartment,Entire home/apt,10,1,2,7,Real Bed,133,27,96,10,10,10,10,10,10,4.15
21451673,f,22.27465,114.17058,Loft,Entire home/apt,2,1,0,1,Real Bed,17,0,96,9,10,10,10,10,9,0.53
21451714,f,22.29875,114.01328,Apartment,Entire home/apt,2,1,1,1,Real Bed,48,5,96,10,9,9,9,10,9,1.55
21463215,f,22.31768,114.15895,Condominium,Entire home/apt,4,1,2,2,Real Bed,22,0,98,10,9,10,10,10,10,0.69
21469764,f,22.29978,114.01153,Apartment,Private room,5,2.5,3,5,Real Bed,3,0,100,10,10,10,10,10,10,0.13
21470630,f,22.30204,114.17179,Serviced apartment,Private room,2,1,1,1,Real Bed,43,4,81,9,8,10,10,10,9,1.49
21483928,f,22.28319,114.12773,Apartment,Private room,1,1,1,1,Real Bed,26,5,96,10,9,10,10,10,10,0.82
21486024,f,22.27869,114.18405,Guesthouse,Private room,2,1,1,1,Real Bed,150,22,93,10,9,10,9,10,9,4.71
21492044,f,22.30342,114.184,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,0,100,10,10,10,10,10,10,0.06
21492158,f,22.28183,114.15214,Apartment,Entire home/apt,2,1,0,1,Real Bed,35,9,88,9,8,9,9,9,9,1.16
21492231,f,22.28675,114.14185,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,0,100,10,10,9,10,10,10,0.07
21513305,f,22.30392,114.18697,Apartment,Entire home/apt,3,1,2,2,Real Bed,9,0,98,10,10,10,10,10,10,0.29
21520026,f,22.27409,114.171,Apartment,Entire home/apt,3,1,1,1,Real Bed,26,1,88,9,9,9,9,10,8,0.99
21530205,f,22.28083,114.18327,Apartment,Entire home/apt,2,1,2,1,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21531388,f,22.3039,114.18993,Apartment,Entire home/apt,4,1,1,2,Real Bed,9,0,89,8,9,9,8,10,8,0.32
21531977,f,22.30319,114.17119,Serviced apartment,Entire home/apt,1,1,1,1,Real Bed,4,1,85,9,8,9,10,10,9,0.2
21532328,f,22.30621,114.17117,Boutique hotel,Private room,2,1,1,1,Real Bed,28,1,93,9,9,10,10,10,9,0.88
21532600,f,22.22432,114.11211,Apartment,Entire home/apt,8,2,3,3,Real Bed,9,0,100,10,10,10,10,9,9,0.3
21535170,f,22.285,114.13172,Apartment,Private room,1,1,1,1,Real Bed,6,0,100,10,9,10,10,10,10,0.2
21540747,f,22.22576,114.11434,Apartment,Private room,2,1,1,1,Real Bed,19,1,92,9,9,9,9,10,9,0.61
21541005,f,22.28221,114.1527,Apartment,Entire home/apt,1,1,1,1,Pull-out Sofa,19,0,96,9,9,10,10,10,9,0.6
21544362,f,22.28099,114.18319,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,34,10,86,9,9,9,10,10,9,1.08
21568835,f,22.28277,114.15378,Apartment,Private room,2,1,1,1,Real Bed,4,0,93,10,10,10,10,10,9,0.13
21570815,f,22.30315,114.29176,Apartment,Entire home/apt,3,1,2,2,Real Bed,2,0,100,10,10,10,10,10,10,0.11
21571254,t,22.27847,114.17954,Apartment,Entire home/apt,3,1,2,2,Real Bed,15,4,100,10,10,10,10,10,10,0.48
21571388,f,22.27785,114.17318,Apartment,Entire home/apt,2,1,2,1,Real Bed,3,0,93,10,10,10,10,10,10,0.1
21574902,f,22.32851,114.16031,Apartment,Entire home/apt,14,5,5,5,Real Bed,20,3,91,9,9,10,10,10,9,0.66
21583374,f,22.30764,114.18472,House,Entire home/apt,5,2,3,3,Real Bed,9,0,84,9,8,10,10,9,8,0.34
21583471,f,22.31929,114.16946,Apartment,Private room,2,1,1,1,Real Bed,14,0,66,8,8,8,8,9,8,0.45
21584362,f,22.28814,114.14937,Apartment,Entire home/apt,2,1,1,1,Real Bed,5,0,100,10,10,10,10,10,10,0.19
21585345,f,22.28567,114.14218,Apartment,Entire home/apt,2,1,0,1,Real Bed,4,2,90,9,9,10,9,9,10,0.13
21585603,f,22.30764,114.18472,House,Entire home/apt,5,2,3,3,Real Bed,13,0,91,9,9,10,10,9,9,0.44
21595672,t,22.29134,114.20722,Apartment,Private room,2,1,1,1,Real Bed,27,8,98,10,10,10,10,10,10,0.93
21596977,f,22.31209,114.17051,Apartment,Private room,2,1,1,1,Real Bed,7,0,86,9,9,10,9,9,9,0.23
21605840,f,22.32174,114.16859,Hotel,Private room,3,1,1,2,Real Bed,34,1,91,9,8,9,10,10,9,1.09
21608852,t,22.31747,114.17178,Condominium,Entire home/apt,1,1,1,1,Real Bed,7,0,100,10,10,10,10,10,10,0.28
21612444,f,22.32052,114.16903,Apartment,Private room,2,1,0,1,Real Bed,2,0,100,10,9,10,10,10,10,0.06
21613295,f,22.28398,114.15158,Condominium,Entire home/apt,2,1,1,1,Real Bed,23,0,96,9,10,10,10,10,10,0.73
21613509,f,22.29056,114.19836,Aparthotel,Private room,2,1,1,1,Real Bed,8,0,90,9,9,10,9,10,9,0.25
21614870,f,22.29305,114.17985,Apartment,Private room,2,1,1,1,Real Bed,10,0,80,8,8,9,9,9,8,0.32
21619329,f,22.28113,114.15497,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,34,7,97,10,10,10,10,10,9,1.07
21619355,f,22.22772,113.93124,House,Entire home/apt,6,1,2,3,Real Bed,26,5,92,9,9,10,10,9,9,0.83
21629602,f,22.2844,114.14951,Loft,Entire home/apt,3,1,1,1,Real Bed,6,0,97,10,10,10,10,10,9,0.2
21631556,f,22.32552,114.16653,Guest suite,Private room,4,1,1,2,Real Bed,16,1,91,10,10,10,10,10,9,0.52
21635981,f,22.28085,114.179,Guesthouse,Entire home/apt,6,1,3,3,Real Bed,13,0,93,9,10,9,9,10,9,0.41
21638961,f,22.4015,114.21594,Townhouse,Private room,2,1.5,1,1,Real Bed,65,6,98,10,10,10,10,9,10,2.05
21641743,f,22.3237,114.1657,Guest suite,Private room,2,1,0,2,Real Bed,18,0,98,10,10,10,10,10,10,0.57
21649302,f,22.28053,114.15604,Apartment,Entire home/apt,5,1,1,1,Real Bed,7,0,88,10,9,10,10,10,9,0.23
21649315,f,22.31871,114.17128,Apartment,Private room,2,1,1,1,Real Bed,7,0,60,7,6,8,7,9,6,0.23
21649982,f,22.32015,114.17149,Apartment,Private room,2,1,1,1,Real Bed,22,1,76,8,8,9,9,10,8,0.79
21650306,f,22.31911,114.17116,Apartment,Private room,2,1,1,1,Real Bed,10,0,74,8,7,9,9,10,8,0.33
21650450,f,22.32012,114.17122,Apartment,Private room,2,1,1,2,Real Bed,3,0,73,7,7,7,7,9,7,0.11
21650794,f,22.31962,114.16978,Apartment,Private room,2,1,1,2,Real Bed,14,0,83,9,8,9,9,10,9,0.48
21651647,f,22.31769,114.17739,Apartment,Private room,3,1,1,2,Real Bed,3,0,73,7,8,9,7,9,8,0.1
21651802,f,22.31557,114.17607,Apartment,Private room,3,1,1,2,Real Bed,5,0,60,7,7,8,8,8,6,0.16
21652047,f,22.31697,114.1771,Apartment,Private room,4,1,1,3,Real Bed,31,4,88,9,9,9,10,10,9,1.04
21652192,f,22.31573,114.17696,Apartment,Private room,4,1,1,3,Real Bed,12,0,80,8,8,9,9,9,8,0.45
21652351,f,22.31696,114.1759,Apartment,Private room,4,1,1,3,Real Bed,18,0,84,9,9,9,9,10,9,0.62
21656614,f,22.28452,114.14989,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,0,100,10,10,10,10,10,10,0.3
21658596,f,22.27757,114.17034,Apartment,Entire home/apt,3,1,0,1,Real Bed,1,0,40,6,4,4,6,8,4,0.03
21666427,f,22.38992,114.30712,House,Entire home/apt,6,2,3,3,Real Bed,7,6,100,10,10,10,10,10,10,0.29
21667182,f,22.28219,114.15415,Townhouse,Entire home/apt,16,3,3,6,Real Bed,34,6,95,10,9,10,10,10,9,1.28
21667914,f,22.29788,114.17125,Serviced apartment,Private room,2,1,1,1,Real Bed,27,1,90,9,9,9,9,10,9,0.95
21668078,f,22.29462,114.17884,Apartment,Private room,2,1,1,2,Real Bed,20,4,85,9,9,9,9,10,9,0.66
21668251,f,22.29466,114.17985,Apartment,Private room,2,1,1,2,Real Bed,20,0,85,10,9,10,10,10,10,0.64
21669129,t,22.35429,114.05863,Townhouse,Private room,2,2,1,1,Real Bed,49,2,93,10,9,10,10,9,9,1.6
21669255,f,22.29376,114.1787,Apartment,Private room,2,1,1,1,Real Bed,9,0,73,8,8,8,8,9,8,0.29
21669368,f,22.29327,114.18013,Apartment,Private room,2,1,1,1,Real Bed,3,0,67,9,7,9,9,10,8,0.1
21669906,f,22.30764,114.18472,House,Entire home/apt,5,2,3,3,Real Bed,4,0,100,10,10,10,10,9,10,0.14
21669948,f,22.29402,114.17914,Apartment,Private room,3,1,1,2,Real Bed,12,0,82,7,8,8,9,10,8,0.39
21675318,f,22.30765,114.16981,Apartment,Shared room,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21683596,f,22.28202,114.15283,Apartment,Entire home/apt,3,1,2,2,Real Bed,1,0,100,10,8,8,10,10,8,0.03
21684229,f,22.31799,114.1688,Apartment,Private room,2,1,1,2,Real Bed,1,0,100,10,10,10,10,10,10,0.06
21684772,f,22.37479,114.17575,Loft,Private room,1,1,1,1,Real Bed,1,0,60,8,10,10,8,8,8,0.03
21686783,t,22.29696,114.17252,Apartment,Entire home/apt,6,1,2,3,Real Bed,75,8,97,10,10,10,10,10,9,2.43
21691972,f,22.28575,114.14294,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,3,99,10,10,10,10,10,10,0.95
21701544,f,22.28887,114.19367,Apartment,Entire home/apt,6,1,2,3,Real Bed,1,1,100,10,10,10,10,10,8,0.27
21701646,f,22.28865,114.19202,Apartment,Entire home/apt,2,1,0,1,Real Bed,3,0,100,9,9,10,10,9,9,0.11
21702951,f,22.2806,114.18111,Apartment,Entire home/apt,4,1,1,2,Real Bed,3,0,90,10,10,10,10,10,8,0.1
21702990,f,22.3051,114.1633,Apartment,Private room,2,1,1,1,Real Bed,17,0,91,9,10,9,9,10,9,0.56
21704206,f,22.31714,114.17154,Apartment,Private room,3,1,1,2,Real Bed,3,0,90,9,9,9,10,10,10,0.12
21705727,f,22.29551,114.01945,Apartment,Entire home/apt,4,2,2,2,Real Bed,1,0,100,10,10,10,10,10,10,0.03
21707612,f,22.27805,114.1694,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,0,99,10,10,10,10,10,10,0.61
21711340,f,22.30405,114.18531,Apartment,Entire home/apt,4,1,1,2,Real Bed,32,0,94,10,9,10,10,9,9,1.06
21730157,f,22.27891,114.18014,Apartment,Entire home/apt,1,1,1,1,Real Bed,2,0,100,9,10,10,10,10,10,0.06
21733338,f,22.32403,114.16529,Guest suite,Private room,2,1,0,1,Real Bed,21,0,95,10,9,10,10,10,9,0.67
21733904,f,22.32377,114.16536,Guest suite,Private room,2,1,0,1,Real Bed,22,0,92,9,9,9,10,10,9,0.71
21734185,f,22.32232,114.1661,Guest suite,Private room,2,1,1,1,Real Bed,24,0,89,9,9,9,10,10,9,0.77
21734624,f,22.2843,114.14012,Apartment,Private room,1,1,1,1,Real Bed,1,0,100,8,10,8,10,10,8,0.04
21734659,f,22.28522,114.14199,Condominium,Entire home/apt,3,1,2,2,Real Bed,2,0,100,10,10,10,10,10,10,0.07
21741333,t,22.30662,114.16758,Apartment,Private room,2,1,1,1,Real Bed,49,6,93,9,9,10,10,9,10,1.56
21747078,t,22.28389,114.13246,Apartment,Entire home/apt,2,1,0,1,Real Bed,97,24,99,10,10,10,10,10,10,3.17
21756216,f,22.30322,114.17188,Apartment,Entire home/apt,7,2,3,4,Real Bed,55,10,94,10,9,10,10,10,10,1.93
21756250,f,22.27845,114.18359,Apartment,Entire home/apt,3,1,2,2,Real Bed,6,0,100,10,10,10,10,10,9,0.22
21774090,f,22.2842,114.15349,Serviced apartment,Entire home/apt,1,1,0,1,Real Bed,2,1,100,10,8,8,10,10,9,0.07
21775318,f,22.27761,114.1749,Apartment,Entire home/apt,6,1,2,2,Real Bed,18,1,95,10,9,9,9,10,9,0.87
21775654,f,22.28353,114.15058,Apartment,Entire home/apt,4,1,3,2,Real Bed,15,0,97,10,9,10,10,9,10,0.5
21781074,t,22.35025,114.05885,Townhouse,Private room,2,2,1,1,Real Bed,76,6,97,10,10,10,10,10,10,2.44
21790841,f,22.22745,114.10926,Apartment,Entire home/apt,2,1,1,2,Real Bed,2,0,100,10,10,10,10,10,10,0.07
21792044,f,22.27872,114.18494,Boutique hotel,Hotel room,1,1,0,1,Real Bed,1,0,100,10,10,10,10,10,10,0.04
21794284,f,22.37237,114.17646,Loft,Private room,1,1,1,1,Real Bed,1,0,80,6,4,10,10,8,6,0.04
21800654,f,22.28534,114.13657,Apartment,Shared room,2,1,1,2,Real Bed,45,0,99,10,10,10,10,10,10,1.49
21804324,f,22.28364,114.1525,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,1,100,10,10,10,10,10,10,0.16
21806677,f,22.34094,114.15302,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,0,90,9,9,10,10,9,9,0.07
21812496,f,22.31268,114.17081,Apartment,Private room,2,1,1,2,Real Bed,58,3,93,10,9,10,10,10,9,1.88
21820112,t,22.38389,114.18328,House,Shared room,4,2,1,4,Real Bed,27,0,96,10,10,10,10,9,10,0.96
21829588,f,22.28603,114.1467,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,0,93,10,10,10,10,9,9,0.1
21830027,f,22.30159,114.18551,Apartment,Entire home/apt,4,1,1,2,Real Bed,3,0,100,9,9,9,10,9,9,0.1
21830037,f,22.3126,114.1695,Apartment,Private room,2,1,1,1,Real Bed,22,0,91,10,9,9,10,10,9,0.75
21831923,f,22.28603,114.14742,Apartment,Entire home/apt,2,1,0,1,Real Bed,21,10,90,9,9,9,9,9,9,0.7
21832585,f,22.31445,114.17082,Apartment,Private room,3,1,1,2,Real Bed,66,5,92,9,9,9,10,10,9,2.12
21836545,f,22.3142,114.17091,Apartment,Private room,3,1,1,2,Real Bed,26,1,87,9,9,9,10,10,9,0.92
21838318,t,22.32085,114.16144,Condominium,Entire home/apt,2,1,1,1,Real Bed,35,5,98,10,10,10,10,10,9,1.19
21839698,f,22.28262,114.21368,Apartment,Private room,1,1,1,1,Real Bed,6,2,100,10,10,10,10,10,10,0.19
21839778,f,22.2857,114.15049,Apartment,Entire home/apt,5,1,2,3,Real Bed,4,0,100,10,10,10,10,10,10,0.16
21841770,f,22.27676,114.17431,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,0,89,9,8,9,10,10,10,0.36
21841803,t,22.28606,114.1418,Apartment,Private room,2,1,1,2,Real Bed,33,3,98,10,10,10,10,10,9,1.08
21846666,f,22.28575,114.14811,Apartment,Entire home/apt,4,1,1,1,Real Bed,85,13,91,9,9,9,10,9,9,2.74
21846948,f,22.28575,114.14811,Apartment,Entire home/apt,2,1,1,1,Real Bed,81,16,93,10,9,10,10,10,9,2.6
21851255,f,22.28575,114.14811,Apartment,Entire home/apt,2,1,1,1,Real Bed,96,5,95,10,10,10,10,10,9,3.09
21851372,f,22.28575,114.14811,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,12,92,9,9,9,10,10,9,2.21
21858256,f,22.27896,114.18333,Apartment,Entire home/apt,3,1,2,2,Real Bed,31,1,95,10,10,10,10,10,9,1.02
21868159,f,22.28144,114.15254,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,0,100,10,10,10,10,10,10,0.07
21869953,f,22.28165,114.18545,Guest suite,Private room,3,2,1,3,Real Bed,20,0,100,10,10,10,10,10,10,0.66
21875323,t,22.4581,114.20908,Vacation home,Private room,2,1,0,1,Real Bed,39,3,98,10,10,10,10,9,10,1.3
21875422,f,22.28424,114.15398,Apartment,Entire home/apt,2,1,0,1,Real Bed,5,0,92,10,8,9,9,10,9,0.17
21880526,f,22.31409,114.17147,Apartment,Private room,3,1,1,3,Real Bed,100,2,91,9,9,9,10,10,9,3.21
21884654,f,22.2867,114.14889,Other,Entire home/apt,2,1,0,2,Real Bed,18,10,92,9,9,10,9,9,9,0.59
21884656,f,22.28676,114.14713,Other,Entire home/apt,2,1,0,1,Real Bed,24,12,93,10,9,10,10,10,9,0.78
21884660,f,22.28678,114.14728,Other,Entire home/apt,2,1,0,1,Real Bed,11,1,80,9,8,10,10,10,8,0.36
21884665,f,22.28616,114.14904,Other,Entire home/apt,2,1,0,2,Real Bed,6,4,97,9,10,10,10,10,9,0.19
21884671,f,22.28678,114.14673,Boutique hotel,Entire home/apt,2,1,0,2,Real Bed,12,7,92,10,10,10,9,10,10,0.59
21884932,f,22.30764,114.18472,Serviced apartment,Private room,4,2,2,2,Real Bed,2,0,100,10,10,10,10,9,8,0.08
21887082,f,22.23694,114.11334,Condominium,Entire home/apt,2,1,1,2,Real Bed,99,30,94,10,9,10,10,9,9,3.22
21891179,t,22.3499,114.05966,Townhouse,Private room,3,1,1,2,Real Bed,32,1,95,10,10,10,10,10,9,1.04
21893035,f,22.27666,114.18395,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,0,70,8,7,10,8,10,9,0.07
21899333,f,22.28432,114.12849,Apartment,Entire home/apt,5,1,2,3,Real Bed,5,0,100,10,10,10,10,10,10,0.17
21902133,f,22.28523,114.15327,Apartment,Entire home/apt,3,1,0,1,Real Bed,41,2,93,10,9,10,10,10,9,1.34
21913989,f,22.27891,114.15359,Condominium,Entire home/apt,4,1,2,2,Real Bed,5,0,100,10,10,10,10,9,10,0.17
21915510,f,22.28466,114.149,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,0,100,10,10,10,10,10,10,0.06
21915528,f,22.28426,114.14834,Apartment,Entire home/apt,2,1,1,1,Real Bed,34,0,98,10,10,10,10,9,10,1.09
21917210,f,22.28584,114.15146,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,0,93,10,9,10,10,10,10,0.41
21921663,f,22.27589,114.19553,Apartment,Entire home/apt,2,2,2,2,Real Bed,2,0,80,10,8,10,9,10,10,0.07
21927105,f,22.28473,114.13085,Apartment,Entire home/apt,5,1,1,3,Real Bed,2,0,100,10,10,10,10,10,9,0.07
21928528,f,22.28515,114.13646,Apartment,Entire home/apt,3,1,1,2,Real Bed,4,0,100,10,10,10,10,10,10,0.13
21932378,t,22.30961,114.17042,Serviced apartment,Private room,2,1,1,1,Real Bed,24,2,93,10,9,10,10,10,10,0.78
21938767,f,22.27957,114.18214,Apartment,Private room,2,1,1,1,Real Bed,11,1,98,10,10,10,10,10,10,0.37
21939011,f,22.224,114.11542,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,0,100,10,10,10,10,10,10,0.37
21945966,f,22.3206,114.17121,Apartment,Entire home/apt,6,1,2,3,Real Bed,20,0,84,9,8,9,9,9,8,0.67
21956266,f,22.27943,114.15208,Apartment,Private room,1,1,1,1,Real Bed,3,0,100,10,9,9,10,10,10,0.1
21956550,f,22.31548,114.16874,Apartment,Entire home/apt,8,1,2,2,Real Bed,125,28,90,9,10,10,10,9,9,4.05
21961333,f,22.31767,114.17073,Apartment,Entire home/apt,9,3,3,5,Real Bed,12,0,82,8,8,9,9,10,9,0.39
21961857,f,22.31522,114.17048,House,Entire home/apt,15,4,4,7,Real Bed,12,0,67,7,7,10,8,9,8,0.39
21969122,f,22.31552,114.17611,Apartment,Private room,5,1,1,4,Real Bed,3,0,80,7,9,9,7,9,8,0.16
21970549,f,22.31466,114.17542,Apartment,Private room,5,1,1,4,Real Bed,11,2,71,8,8,8,7,8,7,0.45
21979175,f,22.31372,114.17153,Apartment,Entire home/apt,12,1,2,6,Real Bed,67,5,90,9,9,10,9,10,9,2.19
21982279,f,22.28763,114.14374,Apartment,Entire home/apt,2,1,1,0,Real Bed,8,1,95,10,10,10,10,10,10,0.36
21982531,f,22.30578,114.01065,Apartment,Entire home/apt,3,1,1,2,Real Bed,12,0,96,10,10,10,10,10,9,0.39
21984354,f,22.24045,113.97636,Apartment,Private room,3,1,1,2,Real Bed,14,3,87,9,9,9,10,9,9,0.46
21985188,f,22.22511,113.92724,House,Entire home/apt,8,1,3,4,Real Bed,35,5,86,9,9,9,9,8,9,1.14
21985442,f,22.2086,114.03025,House,Private room,8,1,2,4,Real Bed,17,3,96,10,9,10,10,10,9,0.57
21986710,t,22.28001,114.15621,Apartment,Entire home/apt,2,1,0,1,Real Bed,52,4,90,10,10,10,10,10,9,1.77
21986744,f,22.32448,114.21364,Condominium,Private room,1,1,0,1,Real Bed,121,8,96,9,9,10,10,10,9,3.94
21986801,f,22.28451,114.1496,Apartment,Entire home/apt,2,1,1,1,Real Bed,6,0,100,10,10,10,10,10,10,0.2
21987106,f,22.28038,114.12818,Apartment,Entire home/apt,2,1,0,1,Real Bed,5,0,100,10,10,10,10,10,10,0.17
21989343,f,22.27662,114.16859,Apartment,Private room,2,1,1,1,Real Bed,5,0,92,9,9,9,9,10,9,0.18
21990689,f,22.2955,114.17169,Bed and breakfast,Private room,2,1,1,1,Real Bed,5,0,88,8,8,9,8,8,8,0.18
22004045,f,22.28456,114.14986,Loft,Entire home/apt,2,1,1,1,Real Bed,41,8,96,10,10,10,10,9,9,1.32
22004126,f,22.27257,114.17404,Apartment,Entire home/apt,1,1,1,1,Real Bed,4,0,100,10,10,10,10,10,10,0.13
22004661,f,22.30247,114.175,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,60,8,6,10,10,10,8,0.03
