id,host_is_superhost,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
14309373,f,22.28697,114.14293,Apartment,Private room,2,1,1,1,Real Bed,2,0,90,10,9,9,9,9,10,0.04
14312236,f,22.30187,114.16125,Apartment,Entire home/apt,5,2,2,3,Real Bed,30,0,98,10,10,10,10,10,10,0.65
14323492,f,22.30549,114.17171,Hostel,Private room,2,1,1,1,Real Bed,2,0,60,8,8,8,6,8,8,0.06
14341647,f,22.3019,114.17431,Apartment,Private room,1,1,1,1,Real Bed,82,31,91,9,9,9,10,10,9,4.03
14352198,t,22.27943,114.18475,Guest suite,Entire home/apt,5,1,1,3,Real Bed,24,7,98,10,10,10,10,10,10,0.62
14363607,f,22.31137,114.18637,Apartment,Entire home/apt,2,1,1,1,Real Bed,63,3,79,8,8,9,9,9,8,1.35
14383391,f,22.3053,114.16908,Apartment,Private room,5,0.5,1,4,Real Bed,24,0,90,9,9,9,9,10,9,0.52
14405188,f,22.28624,114.15002,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,3,96,10,10,10,10,10,9,0.69
14409216,f,22.27869,114.18412,Apartment,Entire home/apt,4,1,1,1,Real Bed,28,0,91,9,9,9,10,10,9,0.63
14441744,f,22.28342,114.13134,Apartment,Entire home/apt,4,1,2,2,Real Bed,1,0,80,8,8,6,10,8,8,0.02
14457958,f,22.31875,114.16991,Apartment,Private room,2,1,1,1,Real Bed,1,0,40,2,6,8,8,2,4,0.02
14460432,f,22.28857,114.20927,Apartment,Shared room,1,1,1,1,Real Bed,2,0,100,10,10,10,10,10,9,0.05
14462212,f,22.2178,114.02677,Apartment,Entire home/apt,6,2,2,5,Real Bed,5,0,100,10,10,10,10,10,10,0.11
14465145,f,22.21789,114.02627,Apartment,Entire home/apt,5,1.5,1,1,Real Bed,40,1,90,9,9,9,10,10,9,0.86
14491318,f,22.31828,114.16998,Apartment,Private room,2,1,1,1,Real Bed,5,0,100,10,10,10,10,10,10,0.11
14495052,t,22.27934,114.19334,Condominium,Entire home/apt,2,1,1,1,Real Bed,31,0,95,10,9,10,10,10,10,0.69
14513904,f,22.27489,114.16857,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,0,99,10,10,10,10,10,10,0.37
14558643,f,22.28851,114.14053,Apartment,Entire home/apt,3,1,0,2,Real Bed,18,0,94,10,10,10,10,10,10,0.39
14575490,f,22.28832,114.14516,Apartment,Private room,2,1,1,1,Real Bed,1,0,80,8,8,8,8,8,6,0.02
14577440,f,22.31894,114.17012,Apartment,Private room,2,1,1,2,Real Bed,11,0,85,9,9,9,10,10,9,0.24
14579659,t,22.29625,114.17358,Bed and breakfast,Private room,3,1,1,2,Real Bed,36,1,93,9,9,10,9,10,10,0.82
14579943,f,22.30905,114.18589,Apartment,Entire home/apt,2,1,1,1,Real Bed,49,0,80,8,8,9,9,9,8,1.07
14586177,f,22.30422,114.17198,Serviced apartment,Private room,2,1.5,1,1,Real Bed,50,8,82,8,8,10,10,10,9,1.09
14586760,f,22.38527,114.20271,Apartment,Private room,1,1,1,1,Real Bed,39,0,98,10,10,10,10,9,10,0.92
14597370,f,22.31348,114.16855,Apartment,Entire home/apt,8,1,2,4,Real Bed,266,46,92,9,9,9,9,9,9,5.72
14614406,f,22.24433,114.16761,Apartment,Entire home/apt,3,1,2,2,Real Bed,3,0,70,6,9,9,9,8,5,0.09
14620465,t,22.29751,114.17263,Bed and breakfast,Private room,3,1,1,3,Real Bed,48,0,93,9,10,10,10,10,9,1.04
14620834,t,22.29699,114.17205,Bed and breakfast,Private room,2,1,1,2,Real Bed,76,1,93,10,9,10,10,10,9,1.67
14656256,f,22.28461,114.15122,Apartment,Entire home/apt,2,1,2,1,Real Bed,34,1,95,10,10,10,10,10,10,0.75
14706810,f,22.29824,114.17617,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,21,96,9,10,10,10,10,9,4.32
14714962,t,22.44131,114.17446,House,Private room,1,1.5,1,1,Real Bed,23,2,97,10,9,10,10,9,9,0.51
14735585,f,22.32116,114.17013,Apartment,Private room,2,1,1,2,Real Bed,4,0,90,10,10,10,10,10,10,0.09
14735777,f,22.21857,114.21147,Apartment,Private room,5,1,1,0,Real Bed,23,0,88,9,9,9,9,9,8,0.5
14748666,f,22.3097,114.17066,Guest suite,Private room,3,1,1,3,Real Bed,69,3,90,10,9,9,9,10,9,1.53
14748846,f,22.2827,114.1318,Apartment,Entire home/apt,2,1,0,1,Real Bed,31,4,85,9,8,9,9,9,8,0.67
14751837,f,22.27985,114.15463,Apartment,Entire home/apt,3,1,1,2,Real Bed,13,0,93,9,9,10,10,9,9,0.28
14765320,f,22.28925,114.21055,Apartment,Private room,2,1,1,1,Real Bed,21,0,97,10,10,10,10,10,10,0.46
14775558,f,22.32027,114.17045,Apartment,Shared room,1,1,1,4,Real Bed,37,3,89,9,9,10,10,10,9,0.8
14795138,t,22.29845,114.1718,Bed and breakfast,Private room,2,1,1,1,Real Bed,74,1,91,10,9,10,9,10,9,1.62
14798159,f,22.28433,114.1481,Apartment,Entire home/apt,4,1,1,2,Real Bed,15,0,97,10,9,10,10,10,10,0.33
14798336,f,22.31939,114.17029,Condominium,Private room,1,0,1,1,Real Bed,82,3,88,10,8,9,9,10,9,1.8
14798631,f,22.32153,114.17111,Guesthouse,Shared room,1,1,1,4,Real Bed,32,1,84,9,9,9,9,9,9,0.69
14810632,f,22.28371,114.14978,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,0,100,10,9,10,10,9,9,0.32
14817098,f,22.30375,114.16957,Guest suite,Entire home/apt,2,1,1,1,Real Bed,18,6,96,10,9,10,10,10,9,0.54
14817414,f,22.30351,114.16991,Guest suite,Entire home/apt,3,1,2,2,Real Bed,18,4,98,10,10,10,10,10,10,0.47
14847867,f,22.28403,114.15249,Apartment,Entire home/apt,4,1,1,2,Real Bed,6,0,92,9,9,10,8,10,9,0.13
14861506,f,22.31973,114.17112,Apartment,Shared room,1,1,1,4,Real Bed,19,0,89,9,9,10,9,10,9,0.42
14875190,t,22.27757,114.17694,Apartment,Private room,1,1,1,1,Real Bed,61,18,91,10,9,10,10,10,9,1.36
14875357,t,22.33591,114.13743,Apartment,Private room,2,1,1,1,Real Bed,125,3,98,10,10,10,10,10,10,2.72
14880073,f,22.31957,114.17107,Apartment,Shared room,1,1,1,4,Real Bed,10,0,80,9,8,10,10,10,9,0.22
14880205,f,22.31988,114.17009,Guesthouse,Private room,2,1,1,2,Real Bed,7,0,83,9,9,9,9,10,9,0.15
14884742,f,22.32302,114.25628,Condominium,Private room,2,1,1,1,Real Bed,64,6,95,10,9,10,10,10,9,1.41
14886762,f,22.31725,114.16848,Hotel,Hotel room,2,1,1,1,Real Bed,53,4,88,9,9,9,9,10,9,1.3
14891284,f,22.33116,114.16191,Loft,Shared room,6,1,1,6,Real Bed,16,0,91,10,8,10,9,9,9,0.35
14902788,f,22.27826,114.17227,Apartment,Entire home/apt,10,1,2,2,Real Bed,100,15,87,9,9,9,9,9,9,2.19
14904274,f,22.29676,114.01356,Condominium,Entire home/apt,2,1,0,1,Pull-out Sofa,39,11,96,10,10,10,10,10,9,0.88
14918697,f,22.30421,114.1733,Apartment,Private room,2,1,1,1,Real Bed,53,6,82,8,8,9,9,9,8,1.22
14918726,f,22.30387,114.17393,Apartment,Private room,2,1,1,1,Real Bed,130,20,87,9,9,9,9,10,9,3.09
14918814,f,22.30614,114.17214,Apartment,Private room,4,1,1,2,Real Bed,54,12,87,9,9,9,9,10,9,1.21
14919264,f,22.31739,114.16881,Hotel,Private room,2,1,1,1,Real Bed,24,8,93,9,10,9,9,10,10,0.57
14921296,f,22.31552,114.16918,Hotel,Private room,2,1,1,1,Real Bed,11,5,95,10,10,9,9,10,10,0.28
14921737,f,22.31565,114.17048,Hotel,Private room,2,1,1,2,Real Bed,2,0,60,10,8,8,8,9,8,0.05
14921794,f,22.31562,114.17059,Hotel,Private room,2,1,1,2,Real Bed,5,3,96,10,10,10,10,10,10,0.13
14935736,f,22.31705,114.16992,Hotel,Private room,2,1,1,2,Real Bed,5,0,84,9,8,10,10,10,9,0.12
14935810,f,22.31659,114.17037,Hotel,Private room,3,1,1,2,Real Bed,2,0,80,8,9,8,8,10,7,0.06
14935889,f,22.31801,114.17011,Hotel,Private room,3,1,1,2,Real Bed,44,1,95,10,10,10,9,10,10,1.06
14935960,f,22.31658,114.17023,Hotel,Private room,4,1,1,2,Real Bed,23,1,88,9,9,9,9,10,9,0.54
14936015,f,22.31793,114.16857,Hotel,Private room,2,1,1,1,Real Bed,9,0,91,10,10,10,10,10,10,0.23
14936115,f,22.31791,114.16912,Hotel,Private room,2,1,1,1,Real Bed,1,0,60,6,8,8,8,6,6,0.03
14942415,t,22.31985,114.17068,Apartment,Private room,2,1,1,2,Real Bed,152,8,97,10,10,10,10,10,10,3.36
14954320,f,22.29752,114.16879,Apartment,Entire home/apt,2,1,1,1,Real Bed,4,0,100,10,10,10,10,10,10,0.09
14956045,f,22.28228,114.14106,Apartment,Private room,2,1,1,1,Real Bed,6,0,100,10,10,10,10,10,10,0.13
14961766,f,22.28435,114.1481,Apartment,Entire home/apt,2,1,1,1,Real Bed,44,7,93,10,9,10,10,10,10,1.01
14962002,t,22.28696,114.13572,Apartment,Entire home/apt,4,2,2,2,Real Bed,22,0,92,9,9,9,10,10,9,0.52
14970399,f,22.27825,114.17699,Apartment,Shared room,8,3,1,8,Real Bed,19,0,82,9,9,9,9,9,8,0.42
14971803,f,22.27825,114.17699,Apartment,Shared room,8,2,1,8,Real Bed,26,0,90,9,9,9,9,10,9,0.62
14972127,f,22.27825,114.17699,Apartment,Shared room,8,2,1,8,Real Bed,14,0,86,9,9,10,10,10,8,0.31
14972508,f,22.27825,114.17699,Apartment,Shared room,8,2,1,8,Real Bed,8,0,88,9,10,9,9,10,10,0.19
14972704,f,22.27825,114.17699,Apartment,Shared room,8,2,1,8,Real Bed,29,1,87,9,9,10,10,10,9,0.66
14972904,t,22.31987,114.17228,Apartment,Private room,2,1,1,2,Real Bed,149,6,95,10,10,10,10,10,10,3.3
14973351,t,22.32215,114.17024,Apartment,Private room,2,1,1,2,Real Bed,148,9,97,10,10,10,10,10,10,3.27
14997036,t,22.3199,114.17074,Apartment,Private room,3,1,1,2,Real Bed,127,7,97,10,10,10,10,10,10,2.82
15008667,f,22.32153,114.16177,Apartment,Entire home/apt,3,1,2,2,Real Bed,1,1,100,10,10,10,10,10,10,0.4
15009169,f,22.31614,114.16851,Guesthouse,Private room,4,1,1,2,Real Bed,17,0,75,8,7,9,9,10,8,0.37
15019048,f,22.32251,114.16829,Aparthotel,Private room,4,5,5,2,Real Bed,28,0,83,9,9,9,9,9,8,0.61
15026328,f,22.28386,114.1466,Apartment,Entire home/apt,3,1,0,1,Real Bed,56,6,93,10,10,10,10,9,9,1.23
15026828,f,22.2866,114.14363,Apartment,Entire home/apt,3,1,0,1,Real Bed,57,13,93,9,10,10,9,9,9,1.26
15030380,f,22.31927,114.16287,Apartment,Private room,2,1,1,2,Real Bed,1,0,80,8,8,6,10,10,10,0.02
15043159,f,22.31652,114.17047,Guesthouse,Private room,3,1,1,2,Real Bed,5,0,76,8,7,8,8,9,8,0.11
15043300,f,22.31704,114.16917,Guesthouse,Private room,2,1,1,1,Real Bed,9,0,73,8,7,8,8,9,8,0.2
15043621,f,22.28712,114.14378,Apartment,Entire home/apt,3,1,0,1,Real Bed,29,3,91,9,9,10,9,9,9,0.64
15063782,f,22.31337,114.18908,Apartment,Entire home/apt,4,1,2,2,Real Bed,6,0,87,9,9,10,10,9,9,0.14
15077533,f,22.31837,114.25929,Apartment,Private room,1,1.5,1,0,Real Bed,44,4,99,10,10,10,10,10,10,0.97
15087979,f,22.3043,114.16899,Apartment,Entire home/apt,12,1,3,4,Real Bed,88,9,86,9,8,9,9,10,9,1.97
15088920,f,22.28619,114.15375,Apartment,Entire home/apt,3,1,1,1,Real Bed,47,0,97,10,10,10,10,10,9,1.03
15101377,f,22.28769,114.14349,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,10,99,10,10,10,10,10,10,0.51
15105107,f,22.2965,114.17199,Apartment,Private room,2,1,1,1,Real Bed,3,0,87,8,10,9,10,9,7,0.07
15114301,t,22.32214,114.2532,Apartment,Private room,1,1,1,1,Real Bed,25,3,98,10,9,10,10,9,10,0.55
15115032,f,22.31821,114.17005,Guest suite,Private room,4,1,1,2,Real Bed,10,0,94,9,10,10,10,10,9,0.22
15116409,f,22.27444,114.15277,Condominium,Entire home/apt,4,1,2,2,Real Bed,6,0,87,9,8,9,9,8,8,0.14
15118186,f,22.29213,114.20451,Apartment,Entire home/apt,5,2,3,3,Real Bed,6,0,97,10,9,10,10,8,9,0.14
15124880,f,22.28129,114.15094,Apartment,Private room,2,1,1,1,Real Bed,92,5,89,9,9,10,9,9,9,2.02
15133977,f,22.2872,114.14874,Apartment,Private room,2,1,1,1,Real Bed,4,0,80,9,7,9,9,9,10,0.09
15134712,f,22.26875,114.18381,Apartment,Entire home/apt,1,1,0,1,Pull-out Sofa,6,0,97,10,10,10,10,9,9,0.15
15139841,f,22.28554,114.14033,Apartment,Private room,2,1,1,1,Real Bed,23,1,99,10,10,10,10,10,10,0.52
15142837,f,22.28179,114.15123,Other,Private room,1,1,1,1,Real Bed,115,8,93,10,9,10,10,10,9,2.57
15143091,t,22.2866,114.19203,Apartment,Private room,2,1.5,1,2,Real Bed,67,0,99,10,10,10,10,10,10,1.49
15173029,f,22.30617,114.17049,Serviced apartment,Private room,2,1.5,1,1,Real Bed,97,6,81,8,8,9,9,10,8,2.15
15176180,f,22.32996,114.1607,Loft,Private room,2,1,1,1,Real Bed,9,0,90,9,8,10,10,10,10,0.2
15182133,f,22.28458,114.15013,Apartment,Entire home/apt,2,1,2,1,Real Bed,9,0,90,9,8,10,10,10,9,0.2
15203999,f,22.32972,114.16033,Apartment,Shared room,6,1,1,6,Real Bed,16,0,98,9,9,10,10,10,10,0.36
15204092,f,22.33003,114.16074,Loft,Shared room,6,1,1,6,Real Bed,4,0,87,9,7,10,10,9,9,0.09
15204140,f,22.33027,114.16208,Apartment,Shared room,6,1,1,6,Real Bed,6,0,93,9,9,9,10,10,10,0.13
15215385,f,22.27466,114.1742,Apartment,Entire home/apt,3,1,1,1,Real Bed,41,1,97,10,9,10,10,10,9,0.92
15222842,f,22.29917,114.17102,Hostel,Hotel room,1,3,1,1,Real Bed,125,15,92,9,9,9,10,10,9,2.82
15223394,f,22.28353,114.14946,Loft,Entire home/apt,2,1,0,1,Real Bed,11,0,100,9,10,10,10,10,9,0.25
15224163,f,22.29662,114.17189,Guesthouse,Private room,2,1,1,1,Real Bed,46,4,82,8,9,9,9,9,9,1.03
15225199,f,22.28175,114.15302,Apartment,Entire home/apt,4,2,2,2,Real Bed,2,0,80,9,8,7,8,10,9,0.05
15225497,f,22.29757,114.17351,Hostel,Private room,1,1,1,1,Real Bed,26,5,82,9,9,9,9,9,9,0.57
15240402,f,22.32422,114.17645,Apartment,Entire home/apt,7,1,2,4,Real Bed,63,2,89,9,9,9,9,10,9,1.4
15249543,f,22.28751,114.14207,Apartment,Private room,1,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.02
15257882,f,22.28731,114.14561,Apartment,Entire home/apt,3,1,0,1,Real Bed,19,0,93,9,9,9,9,9,8,0.42
15259318,f,22.29618,114.17311,Hostel,Private room,2,1,1,2,Real Bed,21,5,83,7,8,9,8,9,8,0.47
15259831,f,22.2978,114.17324,Guesthouse,Private room,4,1,1,2,Real Bed,24,5,85,8,9,9,9,9,9,0.53
15260113,f,22.29775,114.17161,Boutique hotel,Private room,3,1,1,0,Real Bed,23,0,82,8,9,9,8,9,9,0.51
15265629,f,22.28693,114.1403,Apartment,Entire home/apt,2,1,0,1,Real Bed,27,0,97,10,9,10,10,10,10,0.66
15275609,f,22.28575,114.13818,Apartment,Entire home/apt,3,1,1,2,Real Bed,18,0,98,10,10,10,10,10,9,0.41
15282804,f,22.30402,114.19089,Apartment,Private room,1,1,1,1,Real Bed,21,0,86,9,7,10,9,10,9,0.47
15289162,f,22.28684,114.14526,Apartment,Entire home/apt,3,1,1,1,Real Bed,22,5,91,9,9,10,9,9,9,0.49
15289477,f,22.28747,114.14587,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,16,96,10,10,10,10,10,9,0.67
15289502,f,22.28626,114.14047,Apartment,Private room,1,1,0,1,Real Bed,22,0,100,10,10,10,10,10,10,0.5
15294219,f,22.28894,114.19394,Apartment,Entire home/apt,6,1,2,0,Real Bed,6,0,100,10,9,10,10,10,10,0.14
15294712,f,22.32426,114.1671,Serviced apartment,Hotel room,1,1,1,1,Real Bed,16,0,94,10,10,10,10,10,9,0.36
15303884,f,22.28668,114.14595,Apartment,Entire home/apt,3,1,0,1,Real Bed,16,1,91,10,10,10,10,9,9,0.35
15346350,f,22.28732,114.14177,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,0,100,10,10,10,10,10,10,0.45
15350726,f,22.28121,114.15435,Apartment,Entire home/apt,4,1,0,2,Real Bed,47,0,94,10,9,10,10,10,9,1.11
15353279,f,22.31963,114.17149,Condominium,Shared room,1,0,1,4,Real Bed,7,0,83,9,7,9,9,10,8,0.18
15354555,f,22.32019,114.1706,Guesthouse,Shared room,1,0,1,4,Real Bed,4,0,85,9,9,10,10,10,9,0.09
15362880,f,22.28425,114.13673,Apartment,Entire home/apt,2,1,1,1,Real Bed,4,0,100,10,10,9,9,9,10,0.09
15387744,f,22.28245,114.185,Apartment,Private room,2,0,1,1,Real Bed,10,0,96,10,10,10,10,10,10,0.22
15387947,f,22.28225,114.18418,Serviced apartment,Private room,2,0,1,2,Real Bed,47,0,98,10,10,10,10,10,10,1.08
15392193,f,22.28103,114.18396,Apartment,Private room,2,0,1,2,Real Bed,25,0,94,10,9,10,10,10,9,0.57
15399399,f,22.30755,114.18465,Serviced apartment,Entire home/apt,6,3,3,3,Real Bed,30,6,89,9,9,10,9,9,9,0.69
15400871,f,22.33234,114.16083,Apartment,Private room,2,1,1,1,Real Bed,4,0,60,7,7,8,8,8,7,0.09
15413246,t,22.31962,114.16936,Apartment,Private room,2,1,1,2,Real Bed,191,12,96,10,10,10,10,10,10,4.34
15415560,f,22.3183,114.17118,Guest suite,Private room,3,1,1,2,Real Bed,13,0,94,10,9,10,10,10,10,0.32
15417014,t,22.30524,114.169,Condominium,Entire home/apt,6,1,1,3,Real Bed,87,1,88,9,8,9,9,10,9,1.97
15423809,t,22.28507,114.14095,Apartment,Entire home/apt,4,1,2,2,Real Bed,6,3,100,10,10,10,10,10,10,0.21
15429713,f,22.306,114.16908,Guest suite,Private room,3,1,1,2,Real Bed,26,0,95,10,9,10,10,9,9,0.61
15437631,f,22.3196,114.16471,Apartment,Entire home/apt,5,1,3,5,Real Bed,9,0,96,10,9,10,10,10,10,0.21
15439215,t,22.30358,114.16978,Apartment,Entire home/apt,2,1,1,1,Real Bed,5,0,92,10,9,10,10,10,8,0.13
15447325,f,22.3415,114.20885,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,0,80,9,10,10,10,9,8,0.09
15452080,f,22.31717,114.16802,Apartment,Entire home/apt,6,1,2,3,Real Bed,93,3,89,9,9,9,10,10,9,2.08
15453474,f,22.28657,114.13177,Apartment,Entire home/apt,3,1,1,1,Real Bed,9,0,93,10,9,10,10,10,9,0.2
15456164,f,22.2971,114.17379,Guesthouse,Private room,2,1,1,2,Real Bed,36,2,77,8,8,9,8,9,8,0.82
15456335,f,22.29693,114.17292,Guesthouse,Private room,2,1,1,2,Real Bed,12,0,80,9,8,9,9,10,9,0.27
15456783,f,22.28384,114.15446,Apartment,Entire home/apt,4,1,1,2,Real Bed,16,0,98,10,10,10,10,10,9,0.36
15462873,f,22.3206,114.17124,Apartment,Shared room,1,1,1,4,Real Bed,45,2,88,9,9,10,9,10,9,1.01
15463067,f,22.31981,114.17021,Apartment,Shared room,1,1,1,4,Real Bed,28,2,88,9,9,9,10,10,9,0.63
15472089,f,22.29632,114.17211,Guesthouse,Private room,2,1,1,1,Real Bed,27,0,72,8,7,8,8,9,8,0.62
15472655,f,22.33288,114.16493,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,71,1,89,10,9,10,10,10,10,1.59
15480282,f,22.29707,114.17347,Guesthouse,Private room,2,1,1,1,Real Bed,33,0,81,8,8,9,8,9,8,0.76
15487262,f,22.29612,114.17345,Guesthouse,Private room,1,1,1,1,Real Bed,46,1,81,9,8,9,9,10,9,1.05
15487280,f,22.318,114.17142,Hostel,Hotel room,2,1,1,1,Real Bed,26,0,89,10,9,10,10,10,9,0.59
15487486,f,22.29671,114.17335,Guesthouse,Private room,1,1,1,1,Real Bed,20,0,72,8,8,8,8,9,8,0.45
15487604,f,22.29847,114.17168,Hostel,Private room,1,1,1,1,Real Bed,31,0,77,8,7,9,9,9,9,0.71
15488539,t,22.30689,114.2657,Apartment,Private room,1,1,1,1,Real Bed,35,3,100,10,10,10,10,10,10,0.88
15490756,f,22.32266,114.17048,Apartment,Entire home/apt,5,1,2,2,Real Bed,175,17,92,9,9,10,9,10,9,3.94
15509244,t,22.28088,114.18628,Apartment,Private room,2,1,1,1,Real Bed,88,9,98,10,10,10,10,10,10,2.08
15514955,f,22.28057,114.15489,Apartment,Entire home/apt,3,1,1,3,Real Bed,8,0,100,10,10,10,10,10,10,0.18
15520288,f,22.29131,113.94917,Apartment,Entire home/apt,3,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.02
15523871,t,22.25542,113.8567,Nature lodge,Private room,2,1,1,1,Real Bed,10,0,94,10,10,10,9,9,9,0.23
15525221,f,22.2843,114.19217,Apartment,Entire home/apt,3,1,1,1,Real Bed,13,0,95,9,10,10,10,10,10,0.29
15527609,f,22.30272,114.17279,Serviced apartment,Private room,2,1.5,1,1,Real Bed,72,3,84,9,8,9,10,10,9,1.64
15529308,f,22.39383,114.31513,House,Entire home/apt,8,2.5,4,5,Real Bed,17,0,97,10,10,10,9,9,9,0.38
15542962,f,22.28655,114.14615,Apartment,Entire home/apt,2,1,1,0,Real Bed,6,1,96,10,8,10,10,10,9,0.14
15553033,t,22.25692,113.85827,House,Private room,2,1,1,1,Real Bed,25,1,95,10,10,10,10,10,9,0.59
15553150,t,22.25619,113.85693,House,Private room,2,1,1,1,Real Bed,11,2,93,9,10,9,10,9,9,0.33
15557166,f,22.28133,114.1531,Apartment,Entire home/apt,2,1,0,1,Real Bed,4,0,100,10,10,9,10,10,9,0.09
15558322,f,22.29849,114.17271,Serviced apartment,Private room,2,1.5,1,0,Real Bed,71,0,87,9,9,10,9,10,9,1.6
15572238,f,22.27869,114.18685,Apartment,Entire home/apt,3,1,2,2,Real Bed,49,2,92,9,9,9,9,10,9,1.12
15594427,f,22.30344,114.17146,Apartment,Entire home/apt,11,2,4,6,Real Bed,60,3,94,9,9,10,10,10,9,1.37
15605355,t,22.28249,114.15251,Apartment,Entire home/apt,2,1,1,1,Real Bed,22,0,94,10,9,10,10,9,9,0.5
15606172,f,22.2849,114.1468,Apartment,Entire home/apt,2,1,0,1,Real Bed,3,0,90,9,9,9,10,9,9,0.07
15607812,f,22.28625,114.21342,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.02
15608883,t,22.35741,114.25521,House,Private room,2,1,1,1,Real Bed,1,0,100,10,8,10,10,10,10,0.02
15629956,f,22.27721,114.17706,Apartment,Entire home/apt,16,2,3,10,Real Bed,140,13,93,9,9,10,9,10,9,3.16
15634936,t,22.29818,114.17283,Apartment,Private room,1,2,1,1,Real Bed,1,0,60,6,4,8,10,10,8,0.02
15637320,f,22.30084,114.17606,Apartment,Entire home/apt,4,1,1,2,Real Bed,2,0,80,8,10,10,10,8,8,0.05
15657910,f,22.30908,114.17062,Guesthouse,Private room,2,1,1,1,Real Bed,2,0,70,6,6,6,6,7,7,0.05
15667329,f,22.28538,114.1505,Apartment,Entire home/apt,4,1,1,2,Real Bed,2,0,100,8,10,10,8,10,10,0.05
15667344,f,22.28003,114.18593,Apartment,Entire home/apt,4,1,1,2,Real Bed,10,0,98,10,9,10,10,10,9,0.24
15673063,f,22.28943,114.19169,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,0,95,10,10,10,10,9,10,0.39
15692556,t,22.33627,114.16412,Apartment,Private room,1,1,1,1,Real Bed,2,0,90,9,7,9,7,9,8,0.06
15692852,f,22.27627,114.17489,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,0,91,8,9,9,9,10,9,0.26
15697393,t,22.27855,114.17985,Apartment,Entire home/apt,6,2,3,4,Real Bed,160,17,97,10,9,10,10,10,9,3.69
15698386,f,22.28463,114.15163,Hostel,Hotel room,1,1,1,1,Real Bed,17,1,99,10,10,10,10,10,10,0.4
15705656,t,22.27811,114.17208,Apartment,Entire home/apt,3,1,2,2,Real Bed,89,4,98,10,10,10,10,10,10,2.04
15709751,t,22.28161,114.18298,Apartment,Entire home/apt,4,1,2,2,Real Bed,34,4,100,10,9,10,10,10,10,0.8
15721245,f,22.27996,114.15096,Apartment,Entire home/apt,4,1,1,3,Real Bed,32,0,98,10,10,10,10,9,10,0.73
15721412,f,22.329,114.16234,Apartment,Private room,4,1,1,2,Real Bed,10,0,92,9,9,9,10,9,9,0.23
15738706,f,22.30958,114.17024,Hotel,Private room,2,1,1,1,Real Bed,3,0,67,7,7,9,9,7,7,0.1
15743269,f,22.27878,114.15187,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,14,0,98,10,10,10,10,9,10,0.32
15747222,t,22.29869,114.16963,Apartment,Entire home/apt,6,1,2,3,Real Bed,167,13,97,10,10,10,10,10,10,3.81
15749704,f,22.33026,114.16285,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,0,80,9,8,10,10,9,9,0.05
15757377,f,22.28751,114.14883,Apartment,Entire home/apt,4,1,2,2,Real Bed,26,0,85,9,8,9,9,9,8,0.61
15759203,f,22.27788,114.17375,Apartment,Entire home/apt,6,1,2,3,Real Bed,45,8,94,10,9,10,10,10,9,1.07
15759838,f,22.31547,114.16928,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,93,10,10,10,10,10,10,0.69
15764700,f,22.21125,114.02933,House,Entire home/apt,2,1,0,1,Real Bed,14,1,83,9,8,9,10,9,9,0.33
15771501,f,22.33107,114.16676,Apartment,Private room,1,1,1,1,Real Bed,96,6,91,9,8,10,10,9,9,2.27
15774525,f,22.28274,114.15178,Apartment,Private room,2,1,1,1,Real Bed,17,0,98,10,9,10,10,10,10,0.4
15776573,f,22.42338,114.22491,Apartment,Private room,1,1,1,1,Real Bed,5,0,96,9,8,9,9,9,9,0.11
15777011,f,22.36405,114.25731,House,Entire home/apt,4,1,2,2,Real Bed,4,0,93,10,9,10,10,9,9,0.11
15779942,f,22.21142,114.02924,Apartment,Entire home/apt,6,1,2,3,Real Bed,102,16,86,9,8,10,10,10,9,2.33
15791557,f,22.35945,114.1261,Apartment,Private room,2,1,1,1,Real Bed,11,0,100,10,10,10,10,10,10,0.25
15799445,f,22.28469,114.14657,Apartment,Entire home/apt,3,1,1,1,Real Bed,4,0,100,10,10,10,10,10,10,0.1
15835036,f,22.27886,114.18003,Apartment,Entire home/apt,3,1,1,2,Real Bed,13,3,97,10,9,10,10,10,9,0.31
15839473,f,22.28121,114.15136,Apartment,Entire home/apt,2,1,1,1,Real Bed,27,1,77,8,7,9,8,10,8,0.62
15849278,f,22.2843,114.15623,Apartment,Private room,2,1,1,1,Real Bed,183,26,87,9,9,9,9,10,9,4.17
